id,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,female,male,wep,activity_category
10917,female,70,188,88,21,105,40.3,True,False,105,7
10918,female,24,157,52,11,85,40.0,True,False,44,5
10919,male,59,187,95,3,82,38.2,False,True,12,5
10920,female,21,170,64,4,89,38.6,True,False,16,5
10921,female,22,150,54,17,98,40.3,True,False,85,5
10922,female,59,168,62,24,93,40.6,True,False,120,5
10923,male,78,189,95,18,97,40.0,False,True,90,5
10924,male,21,183,83,23,104,40.5,False,True,115,7
10925,female,43,171,69,12,89,39.8,True,False,48,5
10926,female,35,168,62,4,74,38.9,True,False,16,0
10927,male,79,199,106,28,104,41.2,False,True,140,7
10928,male,46,177,80,23,105,40.7,False,True,115,7
10929,female,44,176,71,3,85,38.7,True,False,12,5
10930,female,63,171,73,8,88,40.2,True,False,32,5
10931,male,48,176,82,9,83,40.0,False,True,36,5
10932,female,66,174,74,23,99,40.8,True,False,115,5
10933,male,53,172,73,3,81,38.7,False,True,12,5
10934,male,52,190,91,26,103,40.9,False,True,130,7
10935,female,45,174,69,21,108,40.4,True,False,105,7
10936,female,47,161,58,11,99,40.1,True,False,55,5
10937,male,34,194,98,7,84,39.2,False,True,28,5
10938,male,32,185,89,26,101,40.3,False,True,130,7
10939,male,46,185,90,3,76,38.7,False,True,12,0
10940,male,75,184,89,22,97,40.7,False,True,110,5
10941,male,22,183,83,13,99,40.1,False,True,65,5
10942,female,27,163,64,19,105,40.4,True,False,95,7
10943,male,58,177,86,16,101,40.5,False,True,80,7
10944,female,54,169,66,6,85,39.4,True,False,24,5
10945,female,66,175,69,7,86,39.4,True,False,28,5
10946,female,69,165,67,27,106,40.9,True,False,135,7
10947,female,32,160,59,6,79,39.6,True,False,24,0
10948,male,62,185,92,21,101,40.7,False,True,105,7
10949,male,50,170,73,26,104,40.8,False,True,130,7
10950,male,39,180,79,14,96,40.1,False,True,70,5
10951,female,27,150,56,22,92,40.5,True,False,110,5
10952,male,35,188,89,5,83,39.0,False,True,20,5
10953,female,56,179,76,6,84,39.4,True,False,24,5
10954,female,25,172,69,17,94,40.3,True,False,85,5
10955,female,40,145,53,18,96,40.3,True,False,90,5
10956,male,55,193,99,6,89,39.2,False,True,24,5
10957,male,76,182,82,10,92,39.7,False,True,50,5
10958,male,76,197,97,27,109,41.1,False,True,135,7
10959,male,27,187,89,2,82,39.0,False,True,8,5
10960,male,29,180,78,18,97,40.2,False,True,90,5
10961,female,44,163,63,28,111,41.2,True,False,168,7
10962,male,20,191,94,22,105,40.8,False,True,110,7
10963,male,33,183,90,5,82,39.5,False,True,20,5
10964,male,73,196,102,26,98,40.5,False,True,130,5
10965,male,27,187,85,17,92,40.4,False,True,85,5
10966,female,45,171,64,10,86,39.7,True,False,40,5
10967,male,46,180,83,6,86,39.6,False,True,24,5
10968,male,60,183,91,30,107,40.9,False,True,150,7
10969,female,35,182,70,2,83,38.4,True,False,8,5
10970,male,75,169,72,23,104,40.8,False,True,115,7
10971,female,34,157,60,24,100,40.7,True,False,120,7
10972,male,26,201,94,10,87,39.7,False,True,40,5
10973,female,37,148,54,13,93,39.7,True,False,65,5
10974,female,51,180,76,8,86,39.3,True,False,32,5
10975,male,27,203,98,24,90,40.7,False,True,120,5
10976,male,71,180,79,7,93,39.2,False,True,35,5
10977,female,29,167,66,25,104,40.4,True,False,125,7
10978,female,21,173,68,29,112,40.7,True,False,174,7
10979,male,22,185,83,11,86,40.0,False,True,44,5
10980,female,22,155,61,9,91,39.8,True,False,45,5
10981,male,35,197,100,16,106,40.3,False,True,80,7
10982,female,40,158,55,16,84,40.1,True,False,64,5
10983,female,31,156,61,20,96,40.4,True,False,100,5
10984,male,28,189,84,24,98,40.6,False,True,120,5
10985,male,69,188,98,24,112,40.7,False,True,144,7
10986,female,73,153,56,9,84,39.7,True,False,36,5
10987,male,30,184,85,17,95,40.2,False,True,85,5
10988,male,22,175,77,2,79,38.4,False,True,8,0
10989,female,55,163,64,17,102,39.9,True,False,85,7
10990,male,58,188,88,18,101,40.3,False,True,90,7
10991,male,73,186,87,16,95,40.4,False,True,80,5
10992,female,32,163,60,13,100,40.0,True,False,65,7
10993,male,28,196,95,2,89,38.6,False,True,8,5
10994,female,21,169,69,3,82,38.7,True,False,12,5
10995,male,78,189,91,10,97,39.6,False,True,50,5
10996,female,70,157,57,29,118,40.8,True,False,174,7
10997,male,33,187,80,21,91,40.6,False,True,105,5
10998,male,69,188,89,6,88,39.4,False,True,24,5
10999,female,24,162,58,27,114,40.8,True,False,162,7
11000,male,79,181,90,27,114,40.7,False,True,162,7
11001,male,28,185,87,24,95,40.5,False,True,120,5
11002,female,24,153,57,21,105,40.2,True,False,105,7
11003,female,20,170,66,18,99,40.1,True,False,90,5
11004,female,43,180,80,21,99,40.6,True,False,105,5
11005,female,59,150,48,23,100,40.5,True,False,115,7
11006,female,20,170,68,8,85,39.4,True,False,32,5
11007,male,48,175,78,5,86,39.6,False,True,20,5
11008,male,37,189,87,30,120,41.2,False,True,180,7
11009,male,33,196,92,6,91,39.2,False,True,30,5
11010,female,38,181,74,8,84,39.9,True,False,32,5
11011,male,24,172,72,5,87,39.1,False,True,20,5
11012,male,29,177,81,5,79,39.3,False,True,20,0
11013,female,51,180,83,15,87,40.5,True,False,60,5
11014,female,59,183,84,12,86,40.2,True,False,48,5
11015,male,30,182,86,25,94,41.0,False,True,125,5
11016,male,36,195,100,4,77,39.0,False,True,16,0
11017,male,79,193,96,5,91,38.4,False,True,25,5
11018,male,30,178,83,27,110,40.6,False,True,162,7
11019,female,54,155,60,19,110,40.4,True,False,114,7
11020,female,39,166,63,20,102,40.6,True,False,100,7
11021,male,24,176,82,20,107,40.2,False,True,100,7
11022,male,27,177,75,19,101,40.0,False,True,95,7
11023,male,41,172,74,25,109,40.5,False,True,125,7
11024,female,50,155,57,9,97,39.8,True,False,45,5
11025,female,72,170,73,5,90,39.1,True,False,25,5
11026,male,46,198,99,6,83,39.1,False,True,24,5
11027,female,36,167,64,28,108,40.8,True,False,140,7
11028,female,27,162,58,13,88,40.3,True,False,52,5
11029,female,25,152,49,26,108,40.7,True,False,130,7
11030,male,28,181,82,2,88,37.8,False,True,8,5
11031,female,32,161,61,3,78,38.6,True,False,12,0
11032,female,55,166,66,10,94,39.6,True,False,50,5
11033,female,37,163,57,18,97,40.3,True,False,90,5
11034,female,63,155,60,30,109,40.8,True,False,150,7
11035,male,42,190,95,26,104,41.1,False,True,130,7
11036,male,34,182,84,23,101,40.4,False,True,115,7
11037,female,37,165,64,15,90,40.1,True,False,75,5
11038,male,32,186,86,3,80,38.5,False,True,12,5
11039,male,69,168,72,2,79,38.4,False,True,8,0
11040,female,21,158,59,7,85,39.5,True,False,28,5
11041,female,46,154,57,11,97,40.2,True,False,55,5
11042,male,30,194,97,16,97,40.2,False,True,80,5
11043,female,46,175,75,16,91,40.3,True,False,80,5
11044,female,42,167,66,20,105,40.2,True,False,100,7
11045,male,37,194,94,2,83,38.1,False,True,8,5
11046,male,52,201,105,23,104,40.7,False,True,115,7
11047,female,25,159,59,21,96,40.9,True,False,105,5
11048,male,34,184,84,30,103,40.7,False,True,150,7
11049,female,43,166,62,8,86,39.4,True,False,32,5
11050,female,24,164,63,16,94,40.2,True,False,80,5
11051,female,21,144,47,2,77,38.1,True,False,8,0
11052,male,27,182,81,18,105,40.5,False,True,90,7
11053,male,62,198,105,28,110,40.6,False,True,168,7
11054,male,22,185,88,22,113,40.6,False,True,132,7
11055,male,69,203,107,24,111,41.3,False,True,144,7
11056,female,26,167,65,16,89,40.4,True,False,64,5
11057,male,40,183,84,5,79,39.1,False,True,20,0
11058,female,48,180,75,27,99,40.3,True,False,135,5
11059,male,24,184,80,23,99,41.0,False,True,115,5
11060,male,47,184,88,6,81,39.4,False,True,24,5
11061,female,28,176,69,13,99,40.0,True,False,65,5
11062,female,69,170,72,16,88,40.1,True,False,64,5
11063,female,28,176,75,18,98,40.3,True,False,90,5
11064,male,72,172,82,19,107,40.5,False,True,95,7
11065,female,21,167,59,8,88,39.4,True,False,32,5
11066,female,44,159,64,12,97,39.8,True,False,60,5
11067,male,51,217,118,4,85,39.1,False,True,16,5
11068,male,30,189,95,21,103,40.8,False,True,105,7
11069,female,24,141,45,9,91,39.8,True,False,45,5
11070,male,29,203,106,20,99,40.5,False,True,100,5
11071,male,28,191,87,6,82,39.3,False,True,24,5
11072,female,24,171,66,29,110,40.9,True,False,174,7
11073,female,20,158,56,21,105,40.1,True,False,105,7
11074,male,65,196,98,21,103,40.2,False,True,105,7
11075,male,45,184,88,15,97,40.0,False,True,75,5
11076,male,29,186,85,19,96,40.6,False,True,95,5
11077,male,33,194,98,9,93,39.6,False,True,45,5
11078,female,71,179,78,6,83,39.4,True,False,24,5
11079,female,58,159,65,4,77,38.8,True,False,16,0
11080,female,20,172,71,14,96,39.9,True,False,70,5
11081,male,50,184,84,14,96,40.4,False,True,70,5
11082,male,42,193,96,24,109,40.9,False,True,120,7
11083,female,28,174,68,10,94,39.3,True,False,50,5
11084,male,67,155,64,6,88,38.9,False,True,24,5
11085,female,59,157,61,25,107,40.9,True,False,125,7
11086,female,20,167,57,4,80,38.9,True,False,16,5
11087,female,58,170,68,25,111,40.9,True,False,150,7
11088,male,53,186,86,5,87,38.8,False,True,20,5
11089,male,72,192,102,12,98,40.0,False,True,60,5
11090,male,26,192,84,5,78,38.9,False,True,20,0
11091,male,51,183,92,15,99,40.2,False,True,75,5
11092,male,33,171,70,18,97,40.3,False,True,90,5
11093,male,33,175,70,26,103,40.6,False,True,130,7
11094,male,35,179,85,6,87,39.3,False,True,24,5
11095,female,67,171,72,11,88,39.9,True,False,44,5
11096,male,22,175,75,15,97,40.3,False,True,75,5
11097,male,46,193,92,9,87,40.2,False,True,36,5
11098,female,36,164,60,17,100,40.2,True,False,85,7
11099,male,41,182,83,16,94,40.2,False,True,80,5
11100,male,24,195,98,20,96,40.6,False,True,100,5
11101,female,42,147,50,18,99,40.5,True,False,90,5
11102,male,24,203,103,11,93,40.0,False,True,55,5
11103,male,30,183,89,29,109,41.0,False,True,145,7
11104,male,34,189,87,23,98,40.5,False,True,115,5
11105,male,41,174,79,18,102,39.9,False,True,90,7
11106,female,61,179,75,9,82,40.2,True,False,36,5
11107,male,41,195,96,19,100,40.5,False,True,95,7
11108,male,73,190,95,10,97,39.4,False,True,50,5
11109,male,20,182,90,20,100,40.6,False,True,100,7
11110,male,32,208,103,25,108,40.9,False,True,125,7
11111,male,57,184,91,7,95,39.2,False,True,35,5
11112,male,30,187,85,13,94,40.5,False,True,65,5
11113,female,24,171,64,12,91,40.1,True,False,60,5
11114,male,37,189,92,16,98,40.4,False,True,80,5
11115,male,23,182,79,18,93,40.4,False,True,90,5
11116,female,37,152,52,7,89,39.2,True,False,28,5
11117,male,44,172,79,6,86,38.9,False,True,24,5
11118,female,20,170,64,23,96,40.5,True,False,115,5
11119,male,20,190,83,4,86,38.8,False,True,16,5
11120,female,21,155,58,27,103,40.7,True,False,135,7
11121,female,36,141,48,14,98,40.0,True,False,70,5
11122,male,27,181,82,18,105,40.3,False,True,90,7
11123,male,24,179,82,10,90,39.2,False,True,50,5
11124,female,31,168,70,29,108,40.9,True,False,145,7
11125,male,32,188,86,19,97,40.5,False,True,95,5
11126,male,48,180,81,24,97,40.7,False,True,120,5
11127,male,68,184,93,21,95,41.0,False,True,105,5
11128,female,38,170,65,3,85,39.1,True,False,12,5
11129,male,36,184,82,13,89,40.0,False,True,52,5
11130,male,49,190,90,7,84,39.7,False,True,28,5
11131,female,28,175,66,30,107,41.5,True,False,150,7
11132,male,49,186,85,17,94,40.5,False,True,85,5
11133,female,35,172,72,28,106,40.8,True,False,140,7
11134,female,57,178,75,7,91,39.4,True,False,35,5
11135,male,46,193,98,1,79,37.8,False,True,4,0
11136,female,45,170,70,4,87,39.1,True,False,16,5
11137,female,26,181,73,1,75,37.8,True,False,4,0
11138,female,22,154,53,28,106,41.0,True,False,140,7
11139,female,22,153,51,9,85,39.8,True,False,36,5
11140,male,35,174,80,17,90,40.5,False,True,85,5
11141,male,30,175,80,11,96,39.7,False,True,55,5
11142,male,40,179,86,10,97,39.9,False,True,50,5
11143,female,26,159,59,21,108,40.4,True,False,105,7
11144,male,49,170,70,4,87,39.1,False,True,16,5
11145,male,68,185,90,12,87,40.3,False,True,48,5
11146,male,65,181,79,6,85,39.1,False,True,24,5
11147,male,57,191,90,16,104,40.3,False,True,80,7
11148,male,72,195,99,15,99,40.4,False,True,75,5
11149,female,24,154,53,9,81,39.3,True,False,36,5
11150,female,50,182,75,22,111,40.6,True,False,132,7
11151,female,33,159,60,20,94,40.5,True,False,100,5
11152,female,60,169,70,6,89,39.3,True,False,24,5
11153,female,28,154,52,18,100,40.5,True,False,90,7
11154,male,25,188,85,12,93,39.9,False,True,60,5
11155,male,76,172,78,15,104,40.0,False,True,75,7
11156,female,43,187,87,19,99,40.5,True,False,95,5
11157,male,42,172,71,13,93,40.6,False,True,65,5
11158,female,79,163,63,8,86,39.9,True,False,32,5
11159,female,31,169,66,23,94,40.9,True,False,115,5
11160,female,47,173,69,1,80,37.3,True,False,4,5
11161,female,26,175,66,4,80,39.1,True,False,16,5
11162,male,33,191,90,21,105,40.5,False,True,105,7
11163,female,59,168,67,5,87,39.1,True,False,20,5
11164,female,68,171,67,3,85,38.5,True,False,12,5
11165,male,38,190,94,28,118,40.7,False,True,168,7
11166,female,57,175,74,15,94,40.4,True,False,75,5
11167,male,67,188,99,7,82,39.3,False,True,28,5
11168,female,25,159,57,17,101,40.4,True,False,85,7
11169,male,65,192,90,26,109,40.9,False,True,130,7
11170,male,43,173,74,12,89,39.9,False,True,48,5
11171,female,21,169,64,9,86,39.6,True,False,36,5
11172,male,23,171,72,6,84,39.4,False,True,24,5
11173,male,26,184,83,1,86,37.8,False,True,4,5
11174,male,32,170,70,3,79,38.7,False,True,12,0
11175,female,31,167,66,18,96,40.4,True,False,90,5
11176,female,52,161,63,14,96,40.0,True,False,70,5
11177,male,29,179,84,28,111,40.8,False,True,168,7
11178,male,29,184,89,14,95,40.1,False,True,70,5
11179,male,26,175,74,1,81,37.9,False,True,4,5
11180,male,77,182,85,6,80,39.2,False,True,24,5
11181,female,36,156,58,29,112,41.1,True,False,174,7
11182,male,61,193,99,18,104,40.1,False,True,90,7
11183,male,42,180,84,1,87,37.8,False,True,4,5
11184,male,70,195,98,14,102,40.5,False,True,70,7
11185,male,78,195,105,10,96,40.1,False,True,50,5
11186,female,67,167,65,22,104,40.6,True,False,110,7
11187,female,20,170,67,17,93,40.3,True,False,85,5
11188,male,69,189,93,30,104,40.9,False,True,150,7
11189,male,32,182,84,2,84,38.0,False,True,8,5
11190,female,33,163,57,4,84,38.7,True,False,16,5
11191,male,37,185,90,11,80,40.0,False,True,44,5
11192,female,47,169,65,2,75,38.2,True,False,8,0
11193,male,36,205,112,22,107,40.9,False,True,110,7
11194,male,23,179,80,29,101,41.0,False,True,145,7
11195,female,29,166,65,11,84,40.0,True,False,44,5
11196,female,20,164,60,19,109,40.8,True,False,95,7
11197,female,78,185,85,5,81,38.9,True,False,20,5
11198,female,38,176,77,25,98,40.5,True,False,125,5
11199,female,39,166,63,17,102,40.2,True,False,85,7
11200,female,57,160,60,5,79,39.0,True,False,20,0
11201,male,75,188,96,21,103,40.4,False,True,105,7
11202,female,21,188,78,21,91,41.0,True,False,105,5
11203,female,22,153,56,29,117,40.9,True,False,174,7
11204,female,66,167,71,27,106,40.8,True,False,135,7
11205,female,45,157,60,22,106,40.9,True,False,110,7
11206,female,75,173,69,15,92,40.0,True,False,75,5
11207,male,23,185,89,27,109,40.7,False,True,135,7
11208,female,25,175,70,20,105,40.4,True,False,100,7
11209,male,24,166,71,2,78,38.2,False,True,8,0
11210,male,43,197,97,3,83,38.9,False,True,12,5
11211,female,55,159,60,16,96,40.2,True,False,80,5
11212,male,32,204,104,8,94,39.4,False,True,40,5
11213,male,69,189,95,15,95,40.4,False,True,75,5
11214,male,40,193,95,22,105,40.6,False,True,110,7
11215,male,30,186,83,13,96,40.0,False,True,65,5
11216,male,68,192,100,13,99,40.2,False,True,65,5
11217,male,24,191,90,30,113,40.8,False,True,180,7
11218,female,38,163,66,11,98,39.9,True,False,55,5
11219,male,25,181,82,28,107,40.8,False,True,140,7
11220,male,48,192,88,24,107,40.8,False,True,120,7
11221,male,69,189,91,2,83,37.6,False,True,8,5
11222,male,28,191,93,16,96,40.1,False,True,80,5
11223,male,37,177,83,18,98,40.4,False,True,90,5
11224,male,41,188,90,16,91,40.4,False,True,80,5
11225,male,38,189,91,24,100,40.5,False,True,120,7
11226,male,50,196,98,3,87,38.4,False,True,12,5
11227,male,45,176,79,6,90,39.3,False,True,30,5
11228,male,35,198,95,13,99,40.3,False,True,65,5
11229,male,30,189,97,20,100,40.3,False,True,100,7
11230,male,20,193,101,13,98,39.9,False,True,65,5
11231,female,40,161,59,22,96,40.7,True,False,110,5
11232,male,45,172,75,28,109,40.9,False,True,140,7
11233,female,23,170,67,3,88,38.3,True,False,12,5
11234,male,32,177,75,8,101,39.2,False,True,40,7
11235,male,63,191,88,16,90,40.2,False,True,80,5
11236,male,29,192,92,26,112,40.8,False,True,156,7
11237,female,31,161,57,11,96,40.2,True,False,55,5
11238,female,79,151,52,8,79,39.7,True,False,32,0
11239,male,60,207,114,1,87,37.7,False,True,4,5
11240,female,60,169,64,16,98,40.2,True,False,80,5
11241,male,21,194,88,27,104,40.8,False,True,135,7
11242,female,27,158,58,3,80,38.7,True,False,12,5
11243,male,72,200,107,15,96,39.9,False,True,75,5
11244,male,23,190,95,27,104,40.5,False,True,135,7
11245,female,40,159,65,8,78,39.6,True,False,32,0
11246,female,24,179,76,20,114,40.3,True,False,120,7
11247,female,28,163,66,15,94,40.1,True,False,75,5
11248,female,31,163,59,2,85,38.0,True,False,8,5
11249,female,33,160,59,10,90,39.9,True,False,50,5
11250,male,74,176,79,9,101,39.4,False,True,45,7
11251,male,36,181,84,19,101,40.2,False,True,95,7
11252,male,78,179,93,1,79,37.6,False,True,4,0
11253,male,20,180,80,6,82,39.2,False,True,24,5
11254,female,25,177,74,6,91,39.3,True,False,30,5
11255,female,71,168,65,5,81,38.8,True,False,20,5
11256,male,26,204,107,30,106,40.6,False,True,150,7
11257,female,29,144,49,22,98,40.3,True,False,110,5
11258,male,36,180,85,23,109,40.6,False,True,115,7
11259,female,43,150,54,23,106,40.7,True,False,115,7
11260,female,40,153,52,9,80,39.8,True,False,36,5
11261,male,26,199,104,24,98,40.8,False,True,120,5
11262,male,60,200,107,21,98,40.4,False,True,105,5
11263,male,61,191,91,25,114,41.0,False,True,150,7
11264,female,55,157,54,28,111,40.7,True,False,168,7
11265,female,32,163,62,2,91,38.4,True,False,10,5
11266,female,40,169,63,11,93,39.6,True,False,55,5
11267,female,69,171,73,15,102,40.4,True,False,75,7
11268,female,70,152,56,25,105,40.9,True,False,125,7
11269,male,33,190,93,20,99,40.4,False,True,100,5
11270,female,28,161,59,13,88,40.0,True,False,52,5
11271,female,22,162,56,2,82,38.2,True,False,8,5
11272,female,26,175,66,18,100,40.5,True,False,90,7
11273,female,74,172,72,14,91,40.4,True,False,70,5
11274,female,51,182,82,21,99,40.7,True,False,105,5
11275,male,22,162,63,30,107,40.9,False,True,150,7
11276,female,68,160,63,21,98,40.4,True,False,105,5
11277,female,37,166,66,4,85,38.9,True,False,16,5
11278,female,41,163,59,17,100,40.0,True,False,85,7
11279,male,67,191,90,24,104,40.9,False,True,120,7
11280,male,77,206,106,10,95,40.0,False,True,50,5
11281,female,20,165,63,23,111,40.7,True,False,138,7
11282,female,35,177,71,14,103,40.0,True,False,70,7
11283,female,57,170,72,26,103,40.3,True,False,130,7
11284,female,46,152,55,14,90,40.2,True,False,70,5
11285,female,62,202,97,15,98,40.3,True,False,75,5
11286,male,48,184,86,11,95,39.9,False,True,55,5
11287,male,37,191,85,23,101,40.3,False,True,115,7
11288,female,34,159,60,17,98,40.1,True,False,85,5
11289,male,39,167,69,8,79,39.8,False,True,32,0
11290,male,74,181,79,26,98,40.8,False,True,130,5
11291,female,63,159,62,29,104,40.4,True,False,145,7
11292,female,26,163,65,14,92,40.2,True,False,70,5
11293,male,62,166,77,5,82,38.8,False,True,20,5
11294,male,53,189,95,22,100,40.6,False,True,110,7
11295,male,64,209,107,23,111,40.7,False,True,138,7
11296,female,32,182,77,4,81,38.8,True,False,16,5
11297,female,22,161,63,1,73,37.5,True,False,4,0
11298,male,38,174,74,15,92,40.1,False,True,75,5
11299,female,37,159,58,8,90,39.2,True,False,40,5
11300,female,28,166,63,22,114,40.0,True,False,132,7
11301,male,61,191,100,28,111,40.8,False,True,168,7
11302,female,27,168,73,6,85,39.1,True,False,24,5
11303,male,40,218,132,1,88,37.8,False,True,4,5
11304,male,49,177,77,5,95,39.6,False,True,25,5
11305,male,20,189,85,8,82,39.8,False,True,32,5
11306,male,47,193,99,20,99,40.6,False,True,100,5
11307,female,33,157,56,19,97,40.5,True,False,95,5
11308,male,23,195,93,2,81,38.5,False,True,8,5
11309,female,61,146,52,20,97,40.3,True,False,100,5
11310,female,38,157,57,1,82,37.9,True,False,4,5
11311,female,37,163,61,30,106,40.7,True,False,150,7
11312,male,63,176,78,10,97,39.8,False,True,50,5
11313,male,65,182,89,5,87,39.1,False,True,20,5
11314,male,20,180,82,8,96,39.5,False,True,40,5
11315,female,46,165,69,3,74,38.5,True,False,12,0
11316,male,30,170,76,19,101,40.5,False,True,95,7
11317,female,36,177,76,1,74,37.8,True,False,4,0
11318,female,73,165,66,10,92,40.0,True,False,50,5
11319,female,32,163,62,18,99,40.4,True,False,90,5
11320,male,48,183,81,14,99,40.2,False,True,70,5
11321,male,30,185,87,4,83,38.9,False,True,16,5
11322,female,74,164,66,24,107,40.6,True,False,120,7
11323,male,58,165,66,22,98,40.9,False,True,110,5
11324,male,49,180,81,21,103,40.4,False,True,105,7
11325,male,57,173,72,6,90,39.3,False,True,30,5
11326,female,61,152,50,15,80,40.2,True,False,60,5
11327,male,57,189,89,13,95,40.1,False,True,65,5
11328,male,70,192,93,14,104,39.7,False,True,70,7
11329,male,48,190,83,11,99,39.8,False,True,55,5
11330,female,45,177,75,7,90,39.1,True,False,35,5
11331,male,32,188,93,10,95,39.7,False,True,50,5
11332,male,49,198,102,17,100,40.5,False,True,85,7
11333,female,40,156,60,13,95,40.4,True,False,65,5
11334,male,29,188,84,16,95,40.4,False,True,80,5
11335,male,78,189,90,28,104,41.1,False,True,140,7
11336,male,55,179,83,14,98,40.1,False,True,70,5
11337,male,24,175,78,4,81,39.1,False,True,16,5
11338,female,20,176,69,26,113,40.8,True,False,156,7
11339,female,68,170,73,30,102,40.8,True,False,150,7
11340,female,21,157,59,5,71,39.1,True,False,20,0
11341,female,23,161,67,26,95,40.8,True,False,130,5
11342,male,29,171,70,16,96,40.2,False,True,80,5
11343,male,78,187,96,29,103,40.6,False,True,145,7
11344,male,37,195,93,19,91,40.5,False,True,95,5
11345,female,44,163,62,11,95,39.8,True,False,55,5
11346,male,31,202,102,8,79,39.6,False,True,32,0
11347,male,28,181,81,16,96,40.2,False,True,80,5
11348,male,48,178,85,16,88,40.5,False,True,64,5
11349,male,49,188,93,25,105,40.7,False,True,125,7
11350,female,74,140,46,5,87,39.3,True,False,20,5
11351,male,26,179,77,15,98,39.8,False,True,75,5
11352,male,64,174,82,18,91,40.8,False,True,90,5
11353,male,22,188,89,13,93,40.0,False,True,65,5
11354,female,34,179,68,19,102,40.6,True,False,95,7
11355,male,64,180,90,13,90,39.8,False,True,65,5
11356,male,33,174,77,2,83,38.3,False,True,8,5
11357,male,33,187,90,6,86,39.1,False,True,24,5
11358,male,22,185,84,26,102,40.5,False,True,130,7
11359,male,41,188,93,13,91,40.2,False,True,65,5
11360,male,68,186,90,5,87,39.0,False,True,20,5
11361,male,24,190,93,28,109,40.8,False,True,140,7
11362,female,32,166,62,5,89,39.5,True,False,20,5
11363,male,36,183,88,6,88,38.8,False,True,24,5
11364,male,50,182,88,22,107,40.5,False,True,110,7
11365,male,26,195,97,7,84,39.4,False,True,28,5
11366,female,35,156,57,3,84,38.3,True,False,12,5
11367,male,37,174,79,24,106,40.8,False,True,120,7
11368,female,23,182,70,17,102,40.3,True,False,85,7
11369,male,50,182,86,17,101,40.3,False,True,85,7
11370,male,32,188,93,15,103,40.1,False,True,75,7
11371,female,46,151,52,25,113,40.5,True,False,150,7
11372,male,45,184,89,6,88,39.1,False,True,24,5
11373,male,41,196,94,15,93,40.3,False,True,75,5
11374,male,25,186,87,8,95,39.3,False,True,40,5
11375,female,35,170,69,14,97,40.3,True,False,70,5
11376,female,65,162,66,24,95,40.9,True,False,120,5
11377,female,79,154,55,24,107,40.5,True,False,120,7
11378,male,57,185,80,7,93,39.4,False,True,35,5
11379,male,55,191,98,17,104,40.2,False,True,85,7
11380,female,43,164,63,2,83,38.2,True,False,8,5
11381,female,49,166,63,25,108,40.3,True,False,125,7
11382,male,23,197,97,30,106,41.1,False,True,150,7
11383,female,49,157,57,6,87,39.1,True,False,24,5
11384,male,62,196,97,30,112,40.8,False,True,180,7
11385,male,35,181,82,11,85,39.8,False,True,44,5
11386,female,26,174,72,7,90,39.9,True,False,35,5
11387,female,24,169,67,27,105,40.5,True,False,135,7
11388,female,32,165,61,3,79,38.6,True,False,12,0
11389,male,44,190,95,11,82,40.3,False,True,44,5
11390,female,23,159,60,15,91,40.2,True,False,75,5
11391,male,66,183,86,15,94,40.3,False,True,75,5
11392,male,45,184,91,16,91,40.2,False,True,80,5
11393,female,39,149,51,26,100,40.4,True,False,130,7
11394,female,28,162,60,3,84,38.4,True,False,12,5
11395,male,29,184,86,3,78,38.7,False,True,12,0
11396,male,63,175,78,26,105,41.0,False,True,130,7
11397,male,37,182,82,20,99,40.8,False,True,100,5
11398,female,55,159,63,6,85,39.2,True,False,24,5
11399,male,70,187,93,3,78,38.8,False,True,12,0
11400,female,48,154,55,19,91,40.3,True,False,95,5
11401,female,37,159,62,9,89,39.6,True,False,36,5
11402,male,60,195,89,24,108,40.4,False,True,120,7
11403,male,59,177,87,26,114,40.8,False,True,156,7
11404,female,63,150,54,15,99,40.0,True,False,75,5
11405,male,28,172,81,25,113,40.7,False,True,150,7
11406,male,51,168,72,12,93,40.2,False,True,60,5
11407,male,76,182,91,6,90,39.5,False,True,30,5
11408,female,68,181,73,3,89,38.9,True,False,12,5
11409,female,29,157,53,2,84,38.3,True,False,8,5
11410,male,32,185,81,19,102,40.4,False,True,95,7
11411,female,21,163,62,29,116,40.7,True,False,174,7
11412,female,24,160,55,28,107,40.7,True,False,140,7
11413,male,30,181,81,9,97,39.8,False,True,45,5
11414,female,33,154,58,1,87,37.8,True,False,4,5
11415,female,74,163,65,22,100,40.5,True,False,110,7
11416,female,22,178,71,17,106,40.5,True,False,85,7
11417,female,77,171,68,21,101,40.6,True,False,105,7
11418,female,71,152,56,21,105,40.3,True,False,105,7
11419,female,33,162,58,25,109,40.7,True,False,125,7
11420,male,39,174,76,12,85,40.0,False,True,48,5
11421,male,40,184,92,11,95,40.0,False,True,55,5
11422,female,54,170,70,6,84,39.2,True,False,24,5
11423,female,56,153,53,6,80,39.2,True,False,24,5
11424,female,20,168,69,30,113,40.8,True,False,180,7
11425,male,40,190,89,2,81,38.1,False,True,8,5
11426,male,70,176,83,21,111,40.6,False,True,126,7
11427,female,25,185,85,20,104,40.6,True,False,100,7
11428,male,40,172,80,11,98,40.1,False,True,55,5
11429,male,20,177,77,2,90,38.6,False,True,10,5
11430,male,27,189,96,20,108,40.6,False,True,100,7
11431,female,22,170,65,20,95,40.5,True,False,100,5
11432,female,55,159,59,26,108,40.9,True,False,130,7
