id,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories,female,male,wep,activity_category
2159,male,58,191,97,16,80,40.3,61,False,True,64,5
2160,male,25,176,74,19,107,40.5,110,False,True,95,7
2161,male,23,182,76,27,107,40.5,154,False,True,135,7
2162,female,62,185,85,16,98,40.3,88,True,False,80,5
2163,female,43,157,60,28,110,40.9,191,True,False,168,7
2164,male,53,191,95,4,92,38.5,21,False,True,20,5
2165,female,62,137,47,28,110,40.8,205,True,False,168,7
2166,male,24,189,97,18,99,40.5,90,False,True,90,5
2167,female,62,167,65,22,103,40.2,139,True,False,110,7
2168,male,69,193,90,29,121,41.1,300,False,True,174,10
2169,female,34,168,66,17,100,40.5,94,True,False,85,7
2170,male,39,190,93,28,106,40.7,188,False,True,140,7
2171,male,38,176,85,11,92,39.8,48,False,True,55,5
2172,female,26,173,71,29,111,40.8,188,True,False,174,7
2173,male,56,184,85,26,107,40.9,195,False,True,130,7
2174,male,21,166,69,27,101,40.8,123,False,True,135,7
2175,male,42,166,65,26,109,41.2,174,False,True,130,7
2176,male,20,167,65,12,91,40.3,35,False,True,60,5
2177,male,29,173,76,10,96,39.9,43,False,True,50,5
2178,male,36,181,81,21,104,40.5,126,False,True,105,7
2179,male,26,184,83,10,84,39.7,25,False,True,40,5
2180,male,43,184,88,4,89,39.2,17,False,True,16,5
2181,male,53,202,103,29,109,40.8,233,False,True,145,7
2182,female,40,158,59,5,87,39.1,22,True,False,20,5
2183,female,56,155,55,21,109,40.4,147,True,False,105,7
2184,female,53,182,78,6,91,39.2,28,True,False,30,5
2185,female,41,153,49,25,110,41.2,173,True,False,150,7
2186,male,20,178,80,24,105,40.3,129,False,True,120,7
2187,female,54,182,85,28,107,40.8,178,True,False,140,7
2188,female,50,161,59,5,89,38.7,24,True,False,20,5
2189,female,52,172,72,11,98,39.9,61,True,False,55,5
2190,female,26,156,56,20,99,40.8,108,True,False,100,5
2191,male,21,202,98,21,108,40.5,131,False,True,105,7
2192,male,62,183,87,11,93,40.1,63,False,True,55,5
2193,male,20,193,98,5,88,39.2,16,False,True,20,5
2194,female,70,162,63,27,98,41.0,161,True,False,135,5
2195,male,62,190,90,7,82,39.4,29,False,True,28,5
2196,male,75,186,84,29,107,41.1,243,False,True,145,7
2197,male,22,176,81,17,97,40.4,73,False,True,85,5
2198,female,24,163,57,3,85,38.5,12,True,False,12,5
2199,female,32,158,56,14,90,39.8,64,True,False,70,5
2200,female,40,159,63,12,93,40.2,59,True,False,60,5
2201,female,50,179,76,20,99,40.2,111,True,False,100,5
2202,female,57,191,79,19,97,40.5,103,True,False,95,5
2203,male,70,182,83,17,96,40.2,110,False,True,85,5
2204,female,21,167,67,20,105,40.7,116,True,False,100,7
2205,female,27,161,63,10,97,39.9,51,True,False,50,5
2206,male,56,185,91,23,102,40.5,158,False,True,115,7
2207,female,30,150,49,18,99,40.8,100,True,False,90,5
2208,male,48,202,102,29,117,40.7,261,False,True,174,7
2209,male,30,187,89,3,91,38.4,12,False,True,15,5
2210,female,55,160,64,30,105,40.8,193,True,False,150,7
2211,female,77,166,63,19,107,40.5,134,True,False,95,7
2212,female,60,171,71,30,115,40.9,225,True,False,180,7
2213,female,68,174,74,22,109,40.9,153,True,False,110,7
2214,male,41,176,83,6,85,39.4,21,False,True,24,5
2215,female,50,164,62,17,107,40.4,112,True,False,85,7
2216,female,31,161,55,4,87,39.1,17,True,False,16,5
2217,male,45,178,74,28,105,40.9,180,False,True,140,7
2218,male,21,160,68,6,90,39.4,17,False,True,30,5
2219,female,38,177,72,9,88,39.8,38,True,False,36,5
2220,male,51,200,96,25,114,40.9,214,False,True,150,7
2221,male,28,181,79,13,91,40.3,47,False,True,65,5
2222,male,77,187,91,30,107,41.0,259,False,True,150,7
2223,female,30,159,56,13,98,40.0,70,True,False,65,5
2224,female,29,169,69,15,97,40.4,76,True,False,75,5
2225,female,26,160,56,18,104,40.0,107,True,False,90,7
2226,male,37,200,100,12,91,40.1,54,False,True,60,5
2227,female,40,153,57,8,89,39.8,36,True,False,32,5
2228,female,28,152,53,13,98,40.1,70,True,False,65,5
2229,female,75,176,73,13,95,40.3,73,True,False,65,5
2230,female,36,166,58,25,101,41.1,144,True,False,125,7
2231,male,21,181,81,15,100,40.0,70,False,True,75,7
2232,female,21,162,60,26,98,40.6,134,True,False,130,5
2233,female,23,169,66,16,97,40.0,80,True,False,80,5
2234,female,45,176,76,14,100,40.4,78,True,False,70,7
2235,female,31,156,53,20,102,40.6,117,True,False,100,7
2236,female,57,163,68,29,109,40.7,199,True,False,145,7
2237,male,43,170,76,4,86,38.9,14,False,True,16,5
2238,male,34,182,86,25,101,41.3,139,False,True,125,7
2239,female,36,168,63,16,99,39.9,88,True,False,80,5
2240,female,41,142,47,26,107,40.8,173,True,False,130,7
2241,male,60,193,96,11,90,39.3,59,False,True,55,5
2242,female,55,174,71,22,93,40.5,111,True,False,110,5
2243,female,36,169,66,23,104,40.9,137,True,False,115,7
2244,male,58,180,86,12,92,40.3,64,False,True,60,5
2245,female,26,148,45,6,91,38.9,28,True,False,30,5
2246,female,35,150,53,19,101,40.8,110,True,False,95,7
2247,female,32,149,51,5,85,39.1,20,True,False,20,5
2248,female,37,164,59,26,106,40.6,164,True,False,130,7
2249,female,22,158,56,18,97,40.4,92,True,False,90,5
2250,female,48,167,68,18,98,40.3,99,True,False,90,5
2251,male,60,194,94,2,72,38.7,5,False,True,8,0
2252,female,33,160,62,3,83,38.6,11,True,False,12,5
2253,female,31,180,73,13,99,40.1,68,True,False,65,5
2254,female,28,160,61,5,88,39.6,21,True,False,20,5
2255,male,44,197,98,20,100,40.5,123,False,True,100,7
2256,male,28,180,78,5,80,38.9,10,False,True,20,5
2257,female,67,171,67,4,80,39.1,16,True,False,16,5
2258,male,79,179,85,8,89,39.6,47,False,True,32,5
2259,female,56,153,52,16,97,40.4,92,True,False,80,5
2260,male,29,178,85,18,93,40.8,74,False,True,90,5
2261,male,67,189,94,23,100,40.8,165,False,True,115,7
2262,female,25,173,66,8,79,39.6,25,True,False,32,0
2263,female,27,177,76,1,85,37.1,4,True,False,4,5
2264,female,36,153,57,28,113,41.0,198,True,False,168,7
2265,male,25,191,94,16,95,40.3,70,False,True,80,5
2266,male,62,207,105,9,88,39.7,48,False,True,36,5
2267,female,25,162,63,4,83,39.1,14,True,False,16,5
2268,female,27,157,57,8,101,39.6,45,True,False,40,7
2269,female,31,170,69,9,93,39.8,42,True,False,45,5
2270,male,66,176,83,27,102,40.7,194,False,True,135,7
2271,male,32,177,82,27,106,40.6,165,False,True,135,7
2272,male,31,175,79,10,96,39.7,45,False,True,50,5
2273,male,33,200,97,2,82,38.0,6,False,True,8,5
2274,female,32,170,68,6,81,39.5,20,True,False,24,5
2275,female,33,183,77,3,86,38.8,12,True,False,12,5
2276,female,67,151,55,23,97,40.8,136,True,False,115,5
2277,female,65,148,50,2,83,38.1,9,True,False,8,5
2278,female,31,133,45,3,84,38.0,12,True,False,12,5
2279,female,72,168,66,26,102,40.7,166,True,False,130,7
2280,male,35,194,98,24,103,40.6,148,False,True,120,7
2281,female,62,166,67,3,84,39.1,13,True,False,12,5
2282,female,68,154,56,12,94,39.7,67,True,False,60,5
2283,male,26,181,84,29,116,41.2,214,False,True,174,7
2284,male,25,176,83,17,87,40.8,50,False,True,68,5
2285,male,72,194,97,27,107,40.9,230,False,True,135,7
2286,male,40,177,83,22,99,40.5,121,False,True,110,5
2287,female,74,186,80,15,92,40.1,78,True,False,75,5
2288,male,31,185,87,9,94,39.4,39,False,True,45,5
2289,female,64,143,49,20,99,40.5,123,True,False,100,5
2290,female,23,148,48,8,88,39.4,34,True,False,32,5
2291,female,58,164,59,27,99,40.8,160,True,False,135,5
2292,male,24,178,79,12,83,40.1,27,False,True,48,5
2293,female,22,152,59,26,109,41.1,165,True,False,130,7
2294,male,67,180,83,19,104,40.8,143,False,True,95,7
2295,male,37,177,84,11,96,40.0,54,False,True,55,5
2296,female,35,171,66,25,108,40.5,160,True,False,125,7
2297,female,42,166,69,21,103,40.7,125,True,False,105,7
2298,female,35,169,69,23,96,40.7,116,True,False,115,5
2299,male,66,193,97,20,95,40.6,129,False,True,100,5
2300,female,51,167,62,3,87,38.7,13,True,False,12,5
2301,male,65,166,71,7,89,39.6,34,False,True,28,5
2302,female,38,168,67,8,80,39.6,27,True,False,32,5
2303,male,66,181,86,18,100,40.4,125,False,True,90,7
2304,female,32,171,64,20,98,40.4,106,True,False,100,5
2305,female,42,176,71,17,97,40.1,89,True,False,85,5
2306,female,28,171,72,13,92,40.1,58,True,False,65,5
2307,female,65,151,52,21,105,40.9,142,True,False,105,7
2308,female,28,168,70,17,96,40.4,84,True,False,85,5
2309,female,40,166,61,26,101,40.8,151,True,False,130,7
2310,male,29,196,100,24,106,40.6,153,False,True,120,7
2311,female,28,175,72,7,93,39.5,32,True,False,35,5
2312,male,21,181,74,9,94,39.5,33,False,True,45,5
2313,female,35,162,55,16,92,40.5,77,True,False,80,5
2314,male,31,196,100,12,100,39.3,67,False,True,60,7
2315,male,31,202,98,14,97,40.3,71,False,True,70,5
2316,female,32,150,49,8,82,39.5,30,True,False,32,5
2317,female,41,161,62,8,90,39.5,37,True,False,40,5
2318,female,73,163,68,1,80,38.0,4,True,False,4,5
2319,male,24,193,96,25,105,40.8,147,False,True,125,7
2320,male,28,191,93,19,93,40.6,80,False,True,95,5
2321,female,38,164,64,8,90,39.8,36,True,False,40,5
2322,female,57,172,68,19,104,40.4,120,True,False,95,7
2323,male,35,183,86,17,95,40.3,80,False,True,85,5
2324,female,53,178,71,18,95,40.5,94,True,False,90,5
2325,male,73,172,80,30,101,41.2,219,False,True,150,7
2326,female,21,165,58,23,97,40.4,117,True,False,115,5
2327,female,68,162,67,21,98,40.3,124,True,False,105,5
2328,female,20,174,67,3,79,39.1,9,True,False,12,0
2329,male,25,180,81,15,91,40.2,53,False,True,75,5
2330,female,57,172,69,24,106,40.7,156,True,False,120,7
2331,female,79,151,51,4,83,39.1,19,True,False,16,5
2332,female,42,161,57,6,81,39.4,22,True,False,24,5
2333,female,76,185,85,12,90,40.3,59,True,False,60,5
2334,male,76,210,116,10,93,40.0,70,False,True,50,5
2335,female,26,178,77,10,98,39.7,50,True,False,50,5
2336,female,71,171,70,10,96,39.3,57,True,False,50,5
2337,female,72,168,66,13,96,40.1,75,True,False,65,5
2338,female,57,178,73,23,102,40.3,139,True,False,115,7
2339,female,63,141,45,2,81,38.2,9,True,False,8,5
2340,female,29,159,64,17,97,40.2,87,True,False,85,5
2341,female,74,171,69,3,90,38.6,15,True,False,15,5
2342,female,25,169,67,15,96,40.2,74,True,False,75,5
2343,male,39,192,96,5,88,39.4,20,False,True,20,5
2344,male,31,172,76,9,94,39.7,37,False,True,45,5
2345,male,22,196,101,14,103,39.9,78,False,True,70,7
2346,female,53,170,71,10,101,39.5,59,True,False,50,7
2347,male,39,194,94,11,91,39.7,49,False,True,55,5
2348,female,26,157,58,13,92,40.1,60,True,False,65,5
2349,female,47,176,76,7,78,39.0,23,True,False,28,0
2350,female,40,135,42,14,94,40.2,74,True,False,70,5
2351,female,77,176,72,30,110,41.0,218,True,False,180,7
2352,female,55,183,82,27,109,40.7,179,True,False,135,7
2353,male,58,190,89,4,91,38.9,21,False,True,20,5
2354,male,53,161,66,8,87,39.5,31,False,True,32,5
2355,female,70,180,78,18,97,40.4,102,True,False,90,5
2356,male,62,191,94,17,96,39.9,108,False,True,85,5
2357,male,43,194,98,27,104,41.0,181,False,True,135,7
2358,female,70,179,80,22,105,40.5,143,True,False,110,7
2359,female,27,165,65,6,85,39.2,23,True,False,24,5
2360,female,27,164,64,4,88,38.8,17,True,False,16,5
2361,female,28,165,65,23,105,40.5,137,True,False,115,7
2362,female,24,155,60,18,99,40.6,96,True,False,90,5
2363,female,27,166,62,15,88,39.9,62,True,False,60,5
2364,female,40,148,53,9,87,39.6,40,True,False,36,5
2365,female,34,175,65,5,85,38.7,20,True,False,20,5
2366,female,69,149,55,15,95,40.2,86,True,False,75,5
2367,male,36,183,85,20,105,40.7,125,False,True,100,7
2368,female,31,149,52,23,108,40.6,150,True,False,115,7
2369,male,38,197,94,3,83,38.5,10,False,True,12,5
2370,female,63,178,76,15,98,39.9,85,True,False,75,5
2371,female,34,149,47,25,100,40.9,144,True,False,125,7
2372,male,74,184,83,13,97,39.9,89,False,True,65,5
2373,female,25,148,44,29,110,40.7,195,True,False,174,7
2374,female,76,160,58,5,82,39.0,22,True,False,20,5
2375,male,26,187,93,26,106,40.7,158,False,True,130,7
2376,male,45,187,91,25,109,41.0,185,False,True,125,7
2377,female,36,173,68,6,85,39.2,23,True,False,24,5
2378,female,48,150,53,14,95,40.5,76,True,False,70,5
2379,female,51,164,67,11,91,40.0,53,True,False,55,5
2380,female,58,163,61,4,80,38.8,15,True,False,16,5
2381,female,28,163,58,27,99,41.1,146,True,False,135,5
2382,female,69,147,51,20,96,40.1,118,True,False,100,5
2383,female,23,150,48,26,108,40.6,167,True,False,130,7
2384,male,20,180,83,16,95,40.3,63,False,True,80,5
2385,male,25,197,99,13,91,40.1,51,False,True,65,5
2386,male,50,209,108,19,95,40.2,112,False,True,95,5
2387,female,29,150,49,4,73,39.3,11,True,False,16,0
2388,male,52,185,88,15,93,40.1,79,False,True,75,5
2389,female,42,165,63,8,94,39.5,40,True,False,40,5
2390,male,63,173,79,18,92,40.5,98,False,True,90,5
2391,female,52,157,56,16,93,40.2,83,True,False,80,5
2392,female,31,152,57,17,102,40.3,98,True,False,85,7
2393,male,43,178,82,16,101,39.9,94,False,True,80,7
2394,female,52,156,58,4,89,39.1,19,True,False,16,5
2395,male,22,176,73,3,84,39.1,6,False,True,12,5
2396,female,33,172,68,12,93,40.3,57,True,False,60,5
2397,male,42,204,105,13,91,40.2,63,False,True,65,5
2398,male,39,197,106,8,95,39.3,43,False,True,40,5
2399,female,23,167,64,20,96,40.3,98,True,False,100,5
2400,female,33,175,67,25,101,41.1,140,True,False,125,7
2401,female,23,165,66,11,96,40.0,54,True,False,55,5
2402,female,78,182,79,7,84,39.4,31,True,False,28,5
2403,female,36,166,65,17,100,40.8,94,True,False,85,7
2404,female,49,156,56,29,115,40.9,218,True,False,174,7
2405,female,50,163,58,16,93,40.3,82,True,False,80,5
2406,female,66,158,52,25,96,40.8,146,True,False,125,5
2407,male,56,188,93,5,82,39.2,20,False,True,20,5
2408,male,37,195,102,1,76,37.7,2,False,True,4,0
2409,male,20,193,89,20,94,40.1,78,False,True,100,5
2410,male,61,160,66,18,107,40.3,132,False,True,90,7
2411,male,74,182,88,14,88,40.0,78,False,True,56,5
2412,female,48,149,51,27,110,40.7,190,True,False,162,7
2413,male,52,194,100,2,80,38.2,7,False,True,8,5
2414,female,22,173,73,7,85,39.1,25,True,False,28,5
2415,female,21,156,54,26,93,40.9,122,True,False,130,5
2416,female,67,163,59,25,107,40.6,173,True,False,125,7
2417,female,37,190,81,26,103,40.9,148,True,False,130,7
2418,female,59,177,78,19,97,40.1,104,True,False,95,5
2419,female,66,159,61,27,106,41.2,183,True,False,135,7
2420,female,38,164,61,14,89,39.9,63,True,False,56,5
2421,female,25,163,64,12,96,39.5,59,True,False,60,5
2422,female,21,157,51,12,91,39.9,54,True,False,60,5
2423,male,20,189,90,16,96,40.1,67,False,True,80,5
2424,female,28,177,70,15,91,40.3,66,True,False,75,5
2425,male,20,185,82,6,81,39.0,11,False,True,24,5
2426,male,64,195,96,16,92,40.3,94,False,True,80,5
2427,male,26,175,78,8,94,39.4,32,False,True,40,5
2428,male,30,165,65,16,87,40.4,45,False,True,64,5
2429,female,50,159,55,12,85,39.9,52,True,False,48,5
2430,male,26,197,101,7,87,39.3,24,False,True,28,5
2431,male,47,192,94,24,105,40.4,167,False,True,120,7
2432,male,67,183,81,29,114,41.2,261,False,True,174,7
2433,female,27,157,59,2,87,37.8,8,True,False,8,5
2434,female,28,146,50,25,97,41.0,133,True,False,125,5
2435,male,50,191,95,11,94,39.9,60,False,True,55,5
2436,male,55,194,99,16,92,40.4,88,False,True,80,5
2437,female,39,151,53,18,100,40.7,104,True,False,90,7
2438,female,32,157,50,28,104,40.6,171,True,False,140,7
2439,male,30,174,76,8,81,39.9,17,False,True,32,5
2440,female,57,164,58,6,81,38.9,24,True,False,24,5
2441,male,73,202,107,13,96,39.9,93,False,True,65,5
2442,male,58,172,75,27,107,40.7,199,False,True,135,7
2443,male,31,188,85,18,93,40.5,75,False,True,90,5
2444,male,33,170,70,30,116,41.0,223,False,True,180,7
2445,female,62,182,76,10,82,39.6,39,True,False,40,5
2446,male,21,176,75,22,107,40.8,123,False,True,110,7
2447,female,42,159,59,2,79,38.3,7,True,False,8,0
2448,female,38,176,73,8,83,39.7,29,True,False,32,5
2449,female,60,166,64,2,87,38.0,9,True,False,8,5
2450,male,63,203,111,16,92,40.1,98,False,True,80,5
2451,female,33,162,56,6,80,39.9,21,True,False,24,5
2452,male,40,186,91,22,105,40.9,144,False,True,110,7
2453,female,69,165,62,29,112,40.9,216,True,False,174,7
2454,female,27,158,56,25,97,40.9,130,True,False,125,5
2455,female,30,181,79,16,102,40.4,88,True,False,80,7
2456,female,77,152,56,27,107,40.7,193,True,False,135,7
2457,male,52,193,96,29,108,40.9,223,False,True,145,7
2458,male,34,194,96,19,101,40.5,110,False,True,95,7
2459,female,31,150,56,28,105,40.9,172,True,False,140,7
2460,female,60,152,50,7,89,39.8,35,True,False,28,5
2461,male,54,176,72,22,112,40.7,173,False,True,132,7
2462,male,52,180,77,20,108,40.2,146,False,True,100,7
2463,female,49,178,77,23,109,40.4,151,True,False,115,7
2464,male,34,182,80,29,120,40.7,240,False,True,174,7
2465,female,35,163,59,20,107,40.6,127,True,False,100,7
2466,female,27,166,59,28,108,41.0,177,True,False,140,7
2467,male,35,169,68,7,86,38.9,21,False,True,28,5
2468,female,74,174,74,14,95,40.0,78,True,False,70,5
2469,female,50,167,64,20,103,40.4,123,True,False,100,7
2470,female,56,164,63,13,94,39.9,69,True,False,65,5
2471,female,42,166,68,8,86,39.6,33,True,False,32,5
2472,male,55,185,92,6,78,39.3,19,False,True,24,0
2473,female,73,153,58,5,78,38.9,20,True,False,20,0
2474,female,22,167,60,20,98,40.4,103,True,False,100,5
2475,female,46,174,67,13,99,39.8,73,True,False,65,5
2476,female,48,152,53,20,95,40.2,108,True,False,100,5
2477,male,23,180,78,17,110,40.8,106,False,True,102,7
2478,female,27,171,68,6,87,39.2,24,True,False,24,5
2479,male,21,204,98,16,94,40.1,66,False,True,80,5
2480,female,31,155,56,5,83,39.4,19,True,False,20,5
2481,female,41,147,49,2,87,38.2,9,True,False,8,5
2482,female,43,154,54,6,83,39.0,24,True,False,24,5
2483,female,75,139,44,11,86,39.9,55,True,False,44,5
2484,male,20,187,90,25,105,40.7,139,False,True,125,7
2485,male,49,170,76,23,110,40.2,171,False,True,138,7
2486,female,76,148,52,18,91,40.1,99,True,False,90,5
2487,female,55,161,61,10,89,39.8,48,True,False,40,5
2488,female,39,162,60,27,109,40.9,179,True,False,135,7
2489,male,22,186,82,14,89,40.2,43,False,True,56,5
2490,female,70,162,64,3,87,38.5,14,True,False,12,5
2491,male,35,201,99,3,87,38.7,11,False,True,12,5
2492,female,26,166,61,26,99,40.8,139,True,False,130,5
2493,male,40,192,96,24,100,40.8,142,False,True,120,7
2494,male,23,165,69,28,102,41.0,135,False,True,140,7
2495,male,60,173,79,26,98,40.7,161,False,True,130,5
2496,female,27,170,65,10,90,39.5,43,True,False,50,5
2497,male,25,193,88,19,96,40.7,84,False,True,95,5
2498,male,44,184,86,25,114,40.8,200,False,True,150,7
2499,female,66,158,57,8,90,39.5,41,True,False,40,5
2500,female,28,161,64,21,110,40.5,136,True,False,126,7
2501,female,32,175,68,14,90,40.4,61,True,False,70,5
2502,female,32,182,84,7,95,39.4,33,True,False,35,5
2503,female,68,150,57,24,111,40.7,178,True,False,144,7
2504,female,37,170,64,20,105,40.3,122,True,False,100,7
2505,male,52,203,102,5,82,38.9,20,False,True,20,5
2506,female,20,158,48,13,100,40.1,72,True,False,65,7
2507,male,24,176,80,27,105,40.6,150,False,True,135,7
2508,female,45,166,63,8,80,39.6,29,True,False,32,5
2509,female,20,174,77,21,110,40.7,130,True,False,126,7
2510,female,56,171,69,25,107,40.7,165,True,False,125,7
2511,male,43,185,82,5,83,39.0,16,False,True,20,5
2512,female,28,169,72,14,87,40.7,55,True,False,56,5
2513,female,45,166,61,30,113,41.0,215,True,False,180,7
2514,female,35,175,72,24,95,40.7,118,True,False,120,5
2515,female,35,166,63,24,101,40.6,136,True,False,120,7
2516,female,67,157,54,5,81,39.2,21,True,False,20,5
2517,female,38,166,63,24,106,40.5,150,True,False,120,7
2518,male,72,195,103,6,93,39.6,39,False,True,30,5
2519,male,21,171,70,17,96,40.4,65,False,True,85,5
2520,male,60,197,109,22,104,40.6,171,False,True,110,7
2521,female,58,151,55,24,104,40.3,156,True,False,120,7
2522,female,33,177,74,30,107,41.2,184,True,False,150,7
2523,male,23,181,76,8,84,39.1,18,False,True,32,5
2524,male,36,171,76,29,107,41.1,184,False,True,145,7
2525,male,69,185,85,30,113,40.7,271,False,True,180,7
2526,male,25,177,78,26,108,40.9,156,False,True,130,7
2527,female,27,150,57,29,99,40.9,157,True,False,145,5
2528,male,34,185,88,14,94,40.1,64,False,True,70,5
2529,female,46,170,71,16,106,40.2,101,True,False,80,7
2530,male,59,182,83,7,89,39.4,34,False,True,28,5
2531,male,26,193,89,29,111,40.9,196,False,True,174,7
2532,female,55,169,71,9,91,39.7,44,True,False,45,5
2533,male,52,180,76,14,97,40.4,78,False,True,70,5
2534,male,65,193,99,5,89,39.3,28,False,True,20,5
2535,male,32,194,94,13,97,39.9,65,False,True,65,5
2536,male,27,185,85,18,106,39.8,107,False,True,90,7
2537,male,22,179,81,15,94,40.1,57,False,True,75,5
2538,male,64,194,96,27,106,40.7,215,False,True,135,7
2539,female,23,157,56,5,77,38.9,15,True,False,20,0
2540,male,23,183,81,2,76,38.0,2,False,True,8,0
2541,female,68,173,66,28,106,40.8,189,True,False,140,7
2542,female,41,157,59,3,85,38.6,12,True,False,12,5
2543,female,33,156,50,3,94,38.5,15,True,False,15,5
2544,female,52,158,61,14,99,40.2,81,True,False,70,5
2545,female,73,153,53,28,119,40.8,235,True,False,168,7
2546,female,64,148,51,16,94,40.0,90,True,False,80,5
2547,female,54,177,75,10,91,39.7,48,True,False,50,5
2548,male,69,195,102,22,95,40.5,147,False,True,110,5
2549,female,21,178,69,28,111,40.9,180,True,False,168,7
2550,female,29,156,50,28,113,40.9,197,True,False,168,7
2551,male,65,200,103,27,95,40.8,176,False,True,135,5
2552,female,43,179,74,23,97,40.5,120,True,False,115,5
2553,female,24,161,60,12,103,39.8,69,True,False,60,7
2554,male,47,178,82,26,104,41.2,170,False,True,130,7
2555,female,22,168,66,7,79,39.5,21,True,False,28,0
2556,female,26,166,60,28,107,41.1,174,True,False,140,7
2557,male,23,176,77,9,82,40.0,18,False,True,36,5
2558,male,24,188,92,27,105,40.5,157,False,True,135,7
2559,female,33,166,61,29,107,40.5,183,True,False,145,7
2560,female,70,168,72,16,88,39.9,76,True,False,64,5
2561,female,34,156,49,28,110,40.5,191,True,False,168,7
2562,male,20,191,88,29,113,40.8,195,False,True,174,7
2563,male,38,206,111,24,109,40.7,180,False,True,120,7
2564,female,20,171,72,25,107,40.7,148,True,False,125,7
2565,female,46,148,51,14,99,40.1,81,True,False,70,5
2566,male,52,197,100,20,98,40.8,126,False,True,100,5
2567,female,22,164,58,27,107,40.8,166,True,False,135,7
2568,female,20,168,63,22,104,40.7,126,True,False,110,7
2569,female,22,177,71,15,98,40.4,75,True,False,75,5
2570,female,39,140,48,19,92,40.6,95,True,False,95,5
2571,male,77,162,69,8,89,39.4,44,False,True,32,5
2572,female,20,187,75,1,75,37.6,2,True,False,4,0
2573,male,28,181,82,3,83,38.6,7,False,True,12,5
2574,female,31,172,72,27,112,41.0,180,True,False,162,7
2575,male,60,183,85,8,84,39.6,34,False,True,32,5
2576,male,25,184,84,7,82,39.3,16,False,True,28,5
2577,female,39,158,60,12,91,39.9,57,True,False,60,5
2578,female,67,169,72,18,103,40.7,114,True,False,90,7
2579,male,50,172,74,21,101,40.5,127,False,True,105,7
2580,male,27,186,86,12,102,40.2,64,False,True,60,7
2581,female,77,158,59,2,82,38.5,9,True,False,8,5
2582,male,38,174,77,25,103,40.7,146,False,True,125,7
2583,male,70,183,87,9,82,39.8,40,False,True,36,5
2584,male,60,188,91,28,104,41.2,206,False,True,140,7
2585,male,23,184,81,21,104,40.2,113,False,True,105,7
2586,female,22,175,69,15,97,40.3,74,True,False,75,5
2587,male,48,179,78,10,85,40.1,36,False,True,40,5
2588,male,49,173,76,25,109,40.8,182,False,True,125,7
2589,female,24,165,59,4,84,38.9,15,True,False,16,5
2590,male,71,185,96,5,85,39.1,26,False,True,20,5
2591,male,22,181,86,26,104,40.6,141,False,True,130,7
2592,female,54,174,68,9,95,39.4,48,True,False,45,5
2593,female,38,174,73,17,100,40.3,93,True,False,85,7
2594,male,32,207,103,18,106,40.3,118,False,True,90,7
2595,female,78,169,68,18,95,40.2,103,True,False,90,5
2596,male,23,192,98,27,104,40.9,155,False,True,135,7
2597,male,20,192,86,1,81,38.1,2,False,True,4,5
2598,male,52,187,84,24,112,40.4,193,False,True,144,7
2599,male,31,189,86,20,101,40.5,108,False,True,100,7
2600,male,65,194,98,28,112,40.5,251,False,True,168,7
2601,female,37,178,74,24,104,40.8,141,True,False,120,7
2602,female,69,172,67,13,94,40.0,71,True,False,65,5
2603,male,70,194,94,5,91,38.6,30,False,True,25,5
2604,male,30,162,68,4,80,38.8,7,False,True,16,5
2605,female,61,159,62,4,85,38.5,18,True,False,16,5
2606,male,64,174,80,23,99,40.7,151,False,True,115,5
2607,female,52,174,69,26,107,41.0,170,True,False,130,7
2608,male,64,185,88,4,88,39.1,20,False,True,16,5
2609,female,39,165,64,29,96,40.8,151,True,False,145,5
2610,female,34,185,75,14,93,40.0,65,True,False,70,5
2611,female,33,158,60,1,76,37.7,3,True,False,4,0
2612,male,76,170,78,15,95,40.0,98,False,True,75,5
2613,male,77,181,91,22,110,40.7,200,False,True,132,7
2614,female,37,170,71,21,96,40.5,106,True,False,105,5
2615,female,61,150,56,19,93,40.3,102,True,False,95,5
2616,female,25,186,81,11,88,39.5,42,True,False,44,5
2617,male,71,179,90,15,94,40.0,96,False,True,75,5
2618,male,34,204,104,21,104,40.6,134,False,True,105,7
2619,female,61,151,55,11,90,39.3,56,True,False,55,5
2620,female,23,171,68,17,92,40.2,75,True,False,85,5
2621,female,66,156,61,5,81,38.9,21,True,False,20,5
2622,female,64,167,64,17,101,40.1,105,True,False,85,7
2623,female,26,164,59,1,87,38.0,4,True,False,4,5
2624,female,40,160,70,8,88,40.0,34,True,False,32,5
2625,male,30,184,82,4,87,38.8,13,False,True,16,5
2626,female,35,178,71,8,85,39.8,31,True,False,32,5
2627,female,24,169,59,25,111,40.7,165,True,False,150,7
2628,male,41,190,88,24,103,40.6,150,False,True,120,7
2629,male,21,169,69,21,107,40.9,115,False,True,105,7
2630,female,79,164,67,6,91,39.2,32,True,False,30,5
2631,male,29,192,88,29,106,40.9,177,False,True,145,7
2632,female,52,151,58,16,93,40.1,83,True,False,80,5
2633,male,20,188,84,27,104,41.0,143,False,True,135,7
2634,male,57,181,84,4,88,38.9,19,False,True,16,5
2635,female,78,153,54,13,84,40.3,62,True,False,52,5
2636,female,31,148,47,3,86,38.6,13,True,False,12,5
2637,male,57,180,86,30,117,41.3,272,False,True,180,7
2638,female,29,180,71,30,115,41.0,209,True,False,180,7
2639,male,61,185,92,23,104,40.6,171,False,True,115,7
